Farm	UniqueID	DOB	Group	Visit	Date	LastTreatmentDays	LastTreatmentCat	EPG	Serum	Copro	dEPG	dSerum	dCopro
C2	C2_2267	2013-01-23	Primiparous	E	2016-04-05	705	LongerOrNever	0	71.4	98.89	FALSE	TRUE	TRUE
C2	C2_2267	2013-01-23	Primiparous	F	2016-08-29	851	LongerOrNever	1.2	142.9	30.35	TRUE	TRUE	TRUE
C2	C2_2268	2013-01-24	Primiparous	A	2015-05-05	369	LongerOrNever	0	NA	0.06	FALSE	NA	FALSE
C2	C2_2268	2013-01-24	Primiparous	G	2017-01-10	985	LongerOrNever	NA	3.6	0.83	NA	FALSE	FALSE
C2	C2_2268	2013-01-24	Primiparous	B	2015-08-03	459	LongerOrNever	0	0.9	0.3	FALSE	FALSE	FALSE
C2	C2_2268	2013-01-24	Primiparous	D	2016-01-26	635	LongerOrNever	0	5.9	0.81	FALSE	FALSE	FALSE
C2	C2_2268	2013-01-24	Primiparous	C	2015-10-22	539	LongerOrNever	0	6.7	0.38	FALSE	FALSE	FALSE
C2	C2_2268	2013-01-24	Primiparous	F	2016-08-29	851	LongerOrNever	0	3.6	1.04	FALSE	FALSE	FALSE
C2	C2_2268	2013-01-24	Primiparous	E	2016-04-05	705	LongerOrNever	0	11.2	0.66	FALSE	FALSE	FALSE
C2	C2_2286	2013-02-25	Primiparous	B	2015-08-03	NA	LongerOrNever	0	2.9	0.12	FALSE	FALSE	FALSE
C2	C2_2286	2013-02-25	Primiparous	C	2015-10-22	NA	LongerOrNever	0	5.7	0.49	FALSE	FALSE	FALSE
C2	C2_2286	2013-02-25	Primiparous	D	2016-01-26	NA	LongerOrNever	0	1.7	0.86	FALSE	FALSE	FALSE
C2	C2_2286	2013-02-25	Primiparous	F	2016-08-29	NA	LongerOrNever	0	5.5	1.12	FALSE	FALSE	FALSE
C2	C2_2286	2013-02-25	Primiparous	G	2017-01-10	NA	LongerOrNever	NA	2.3	0.77	NA	FALSE	FALSE
C2	C2_2286	2013-02-25	Primiparous	E	2016-04-05	NA	LongerOrNever	0	4.4	0.6	FALSE	FALSE	FALSE
C2	C2_2286	2013-02-25	Primiparous	A	2015-05-05	NA	LongerOrNever	0	NA	0.23	FALSE	NA	FALSE
C2	C2_2287	2013-02-27	Primiparous	C	2015-10-22	NA	LongerOrNever	0	7.8	0.26	FALSE	FALSE	FALSE
C2	C2_2287	2013-02-27	Primiparous	G	2017-01-10	NA	LongerOrNever	NA	0.7	1.01	NA	FALSE	FALSE
C2	C2_2287	2013-02-27	Primiparous	A	2015-05-05	NA	LongerOrNever	0	NA	0.28	FALSE	NA	FALSE
C2	C2_2287	2013-02-27	Primiparous	E	2016-04-05	NA	LongerOrNever	0	1.3	1.14	FALSE	FALSE	FALSE
C2	C2_2287	2013-02-27	Primiparous	F	2016-08-29	NA	LongerOrNever	0	2.6	1.09	FALSE	FALSE	FALSE
C2	C2_2287	2013-02-27	Primiparous	B	2015-08-03	NA	LongerOrNever	0	3.7	-1.29	FALSE	FALSE	FALSE
C2	C2_2287	2013-02-27	Primiparous	D	2016-01-26	NA	LongerOrNever	0	2.2	0.98	FALSE	FALSE	FALSE
C2	C2_2299	2013-03-14	Primiparous	A	2015-05-05	NA	LongerOrNever	0	NA	0.23	FALSE	NA	FALSE
C2	C2_2303	2013-04-10	Heifer	B	2015-08-03	NA	LongerOrNever	0	4.4	0.33	FALSE	FALSE	FALSE
C2	C2_2303	2013-04-10	Heifer	F	2016-08-29	NA	LongerOrNever	0	-2.4	0.9	FALSE	FALSE	FALSE
C2	C2_2303	2013-04-10	Heifer	A	2015-05-05	NA	LongerOrNever	0.2	2.4	0.09	TRUE	FALSE	FALSE
C2	C2_2303	2013-04-10	Heifer	D	2016-01-26	NA	LongerOrNever	0	5	0.86	FALSE	FALSE	FALSE
C2	C2_2303	2013-04-10	Heifer	C	2015-10-22	NA	LongerOrNever	0	0.5	0	FALSE	FALSE	FALSE
C2	C2_2303	2013-04-10	Heifer	E	2016-04-05	NA	LongerOrNever	0	-18.2	0.91	FALSE	FALSE	FALSE
C2	C2_2314	2013-04-27	Heifer	B	2015-08-03	NA	LongerOrNever	0	2	0.01	FALSE	FALSE	FALSE
C2	C2_2314	2013-04-27	Heifer	E	2016-04-05	NA	LongerOrNever	0	2.8	1.05	FALSE	FALSE	FALSE
C2	C2_2314	2013-04-27	Heifer	D	2016-01-26	NA	LongerOrNever	0	-0.8	0.93	FALSE	FALSE	FALSE
C2	C2_2314	2013-04-27	Heifer	C	2015-10-22	NA	LongerOrNever	0	1.3	0.01	FALSE	FALSE	FALSE
C2	C2_2314	2013-04-27	Heifer	A	2015-05-05	NA	LongerOrNever	0	-1.8	-0.02	FALSE	FALSE	FALSE
C2	C2_2314	2013-04-27	Heifer	F	2016-08-29	NA	LongerOrNever	0	-2.3	0.9	FALSE	FALSE	FALSE
C2	C2_2314	2013-04-27	Heifer	G	2017-01-10	NA	LongerOrNever	NA	-0.8	0.75	NA	FALSE	FALSE
C2	C2_2318	2013-05-27	Heifer	A	2015-05-05	NA	LongerOrNever	0	2.3	-0.02	FALSE	FALSE	FALSE
C2	C2_2318	2013-05-27	Heifer	F	2016-08-29	NA	LongerOrNever	0	1.3	1.25	FALSE	FALSE	FALSE
C2	C2_2318	2013-05-27	Heifer	C	2015-10-22	NA	LongerOrNever	0	NA	0.26	FALSE	NA	FALSE
C2	C2_2318	2013-05-27	Heifer	D	2016-01-26	NA	LongerOrNever	0	4.5	0.9	FALSE	FALSE	FALSE
C2	C2_2318	2013-05-27	Heifer	E	2016-04-05	NA	LongerOrNever	0	12.4	0.86	FALSE	FALSE	FALSE
C2	C2_2318	2013-05-27	Heifer	G	2017-01-10	NA	LongerOrNever	NA	3	0.87	NA	FALSE	FALSE
C2	C2_2318	2013-05-27	Heifer	B	2015-08-03	NA	LongerOrNever	0	-1.8	0.47	FALSE	FALSE	FALSE
C2	C2_2319	2013-06-01	Heifer	C	2015-10-22	NA	LongerOrNever	0	1.4	0.05	FALSE	FALSE	FALSE
C2	C2_2319	2013-06-01	Heifer	F	2016-08-29	NA	LongerOrNever	0	3	0.84	FALSE	FALSE	FALSE
C2	C2_2319	2013-06-01	Heifer	D	2016-01-26	NA	LongerOrNever	0	2.3	0.89	FALSE	FALSE	FALSE
C2	C2_2319	2013-06-01	Heifer	B	2015-08-03	NA	LongerOrNever	0	1.3	0.38	FALSE	FALSE	FALSE
C2	C2_2319	2013-06-01	Heifer	A	2015-05-05	NA	LongerOrNever	0	1.9	0.04	FALSE	FALSE	FALSE
C2	C2_2319	2013-06-01	Heifer	E	2016-04-05	NA	LongerOrNever	0	1.6	0.67	FALSE	FALSE	FALSE
C2	C2_2319	2013-06-01	Heifer	G	2017-01-10	NA	LongerOrNever	NA	3.8	0.59	NA	FALSE	FALSE
C2	C2_2322	2013-06-07	Heifer	A	2015-05-05	NA	LongerOrNever	0	2.3	-0.02	FALSE	FALSE	FALSE
C2	C2_2322	2013-06-07	Heifer	C	2015-10-22	NA	LongerOrNever	0	4.6	0.11	FALSE	FALSE	FALSE
C2	C2_2322	2013-06-07	Heifer	B	2015-08-03	NA	LongerOrNever	0	2.8	0.56	FALSE	FALSE	FALSE
C2	C2_2324	2013-06-11	Heifer	D	2016-01-26	NA	LongerOrNever	0	0.9	1.33	FALSE	FALSE	FALSE
C2	C2_2324	2013-06-11	Heifer	F	2016-08-29	NA	LongerOrNever	0	2.5	1.21	FALSE	FALSE	FALSE
C2	C2_2324	2013-06-11	Heifer	A	2015-05-05	NA	LongerOrNever	0	1	0.27	FALSE	FALSE	FALSE
C2	C2_2324	2013-06-11	Heifer	C	2015-10-22	NA	LongerOrNever	0	5.7	0.24	FALSE	FALSE	FALSE
C2	C2_2324	2013-06-11	Heifer	B	2015-08-03	NA	LongerOrNever	0	1.3	0.09	FALSE	FALSE	FALSE
C2	C2_2324	2013-06-11	Heifer	E	2016-04-05	NA	LongerOrNever	0	4.9	1.02	FALSE	FALSE	FALSE
C2	C2_2326	2013-06-14	Heifer	E	2016-04-05	NA	LongerOrNever	0	1.6	0.78	FALSE	FALSE	FALSE
C2	C2_2326	2013-06-14	Heifer	D	2016-01-26	NA	LongerOrNever	0	3.6	1.15	FALSE	FALSE	FALSE
C2	C2_2326	2013-06-14	Heifer	A	2015-05-05	NA	LongerOrNever	0	2.9	0.46	FALSE	FALSE	FALSE
C2	C2_2326	2013-06-14	Heifer	B	2015-08-03	NA	LongerOrNever	0	3.3	0.7	FALSE	FALSE	FALSE
C2	C2_2326	2013-06-14	Heifer	C	2015-10-22	NA	LongerOrNever	0	12	0.32	FALSE	FALSE	FALSE
C2	C2_2330	2013-06-21	Heifer	A	2015-05-05	NA	LongerOrNever	0	3.5	0.45	FALSE	FALSE	FALSE
C2	C2_2330	2013-06-21	Heifer	C	2015-10-22	129	Within20weeks	0	-9.5	0.15	FALSE	FALSE	FALSE
C2	C2_2330	2013-06-21	Heifer	E	2016-04-05	295	LongerOrNever	0	-24.7	1.26	FALSE	FALSE	FALSE
C2	C2_2330	2013-06-21	Heifer	B	2015-08-03	49	Within8weeks	0	4	0.3	FALSE	FALSE	FALSE
C2	C2_2330	2013-06-21	Heifer	D	2016-01-26	225	LongerOrNever	0	3.2	0.95	FALSE	FALSE	FALSE
C2	C2_2330	2013-06-21	Heifer	G	2017-01-10	575	LongerOrNever	NA	4.7	1.07	NA	FALSE	FALSE
C2	C2_2330	2013-06-21	Heifer	F	2016-08-29	441	LongerOrNever	0	6.2	1.04	FALSE	FALSE	FALSE
C2	C2_2332	2013-06-30	Heifer	B	2015-08-03	NA	LongerOrNever	0	-5.7	0.43	FALSE	FALSE	FALSE
C2	C2_2332	2013-06-30	Heifer	E	2016-04-05	NA	LongerOrNever	0	-1.2	1.1	FALSE	FALSE	FALSE
C2	C2_2332	2013-06-30	Heifer	A	2015-05-05	NA	LongerOrNever	0	2.8	0	FALSE	FALSE	FALSE
C2	C2_2332	2013-06-30	Heifer	D	2016-01-26	NA	LongerOrNever	0	1.1	1	FALSE	FALSE	FALSE
C2	C2_2332	2013-06-30	Heifer	C	2015-10-22	NA	LongerOrNever	0	-0.8	0.15	FALSE	FALSE	FALSE
C2	C2_2350	2013-08-09	Heifer	D	2016-01-26	225	LongerOrNever	0	3	0.83	FALSE	FALSE	FALSE
C2	C2_2355	2013-08-12	Heifer	F	2016-08-29	441	LongerOrNever	0	1.2	0.53	FALSE	FALSE	FALSE
C2	C2_2355	2013-08-12	Heifer	D	2016-01-26	225	LongerOrNever	0	2.7	1.02	FALSE	FALSE	FALSE
C2	C2_2355	2013-08-12	Heifer	B	2015-08-03	49	Within8weeks	0	2.5	0.88	FALSE	FALSE	FALSE
C2	C2_2355	2013-08-12	Heifer	C	2015-10-22	129	Within20weeks	0	2.2	-0.03	FALSE	FALSE	FALSE
C2	C2_2355	2013-08-12	Heifer	E	2016-04-05	295	LongerOrNever	0	5.3	0.69	FALSE	FALSE	FALSE
C2	C2_2355	2013-08-12	Heifer	A	2015-05-05	NA	LongerOrNever	0	1.7	0.1	FALSE	FALSE	FALSE
C2	C2_2355	2013-08-12	Heifer	G	2017-01-10	575	LongerOrNever	NA	2.2	-5.24	NA	FALSE	FALSE
C2	C2_2375	2013-09-22	Heifer	F	2016-08-29	398	LongerOrNever	0	5.7	0.27	FALSE	FALSE	FALSE
C2	C2_2375	2013-09-22	Heifer	E	2016-04-05	252	LongerOrNever	0	5.4	0.88	FALSE	FALSE	FALSE
C2	C2_2375	2013-09-22	Heifer	G	2017-01-10	532	LongerOrNever	NA	1.7	1.06	NA	FALSE	FALSE
C2	C2_2441	2014-02-14	Heifer	F	2016-08-29	NA	LongerOrNever	0	1.3	0.34	FALSE	FALSE	FALSE
C2	C2_2441	2014-02-14	Heifer	E	2016-04-05	NA	LongerOrNever	0	4.2	0.69	FALSE	FALSE	FALSE
C2	C2_2441	2014-02-14	Heifer	G	2017-01-10	NA	LongerOrNever	NA	1.6	0.41	NA	FALSE	FALSE
C2	C2_2442	2014-02-15	Calf	A	2015-05-05	NA	LongerOrNever	0	0.9	0.32	FALSE	FALSE	FALSE
C2	C2_2442	2014-02-15	Calf	F	2016-08-29	NA	LongerOrNever	0	0	0.49	FALSE	FALSE	FALSE
C2	C2_2442	2014-02-15	Calf	G	2017-01-10	NA	LongerOrNever	NA	0.7	0.7	NA	FALSE	FALSE
C2	C2_2442	2014-02-15	Calf	C	2015-10-22	NA	LongerOrNever	0	2.5	0.64	FALSE	FALSE	FALSE
C2	C2_2442	2014-02-15	Calf	E	2016-04-05	NA	LongerOrNever	0	-21	0.84	FALSE	FALSE	FALSE
C2	C2_2442	2014-02-15	Calf	B	2015-08-03	NA	LongerOrNever	0	0.4	0.48	FALSE	FALSE	FALSE
C2	C2_2442	2014-02-15	Calf	D	2016-01-26	NA	LongerOrNever	0	4.3	0.6	FALSE	FALSE	FALSE
C2	C2_2443	2014-02-17	Calf	G	2017-01-10	NA	LongerOrNever	NA	3.3	0.77	NA	FALSE	FALSE
C2	C2_2443	2014-02-17	Calf	A	2015-05-05	NA	LongerOrNever	0	0.5	-0.06	FALSE	FALSE	FALSE
C2	C2_2443	2014-02-17	Calf	C	2015-10-22	NA	LongerOrNever	0	4.4	0.36	FALSE	FALSE	FALSE
C2	C2_2443	2014-02-17	Calf	D	2016-01-26	NA	LongerOrNever	0	0.7	0.7	FALSE	FALSE	FALSE
C2	C2_2443	2014-02-17	Calf	F	2016-08-29	NA	LongerOrNever	0	4.7	0.44	FALSE	FALSE	FALSE
C2	C2_2443	2014-02-17	Calf	B	2015-08-03	NA	LongerOrNever	0	0.1	-0.09	FALSE	FALSE	FALSE
C2	C2_2443	2014-02-17	Calf	E	2016-04-05	NA	LongerOrNever	0	-3.8	0.77	FALSE	FALSE	FALSE
C2	C2_2445	2014-02-22	Calf	D	2016-01-26	NA	LongerOrNever	0	3.1	0.77	FALSE	FALSE	FALSE
C2	C2_2445	2014-02-22	Calf	F	2016-08-29	NA	LongerOrNever	0	2	0.32	FALSE	FALSE	FALSE
C2	C2_2445	2014-02-22	Calf	C	2015-10-22	NA	LongerOrNever	0	1.3	0.19	FALSE	FALSE	FALSE
C2	C2_2445	2014-02-22	Calf	E	2016-04-05	NA	LongerOrNever	0	-1.2	0.57	FALSE	FALSE	FALSE
C2	C2_2445	2014-02-22	Calf	B	2015-08-03	NA	LongerOrNever	0	2.5	0.31	FALSE	FALSE	FALSE
C2	C2_2445	2014-02-22	Calf	G	2017-01-10	NA	LongerOrNever	NA	4.3	0.84	NA	FALSE	FALSE
C2	C2_2445	2014-02-22	Calf	A	2015-05-05	NA	LongerOrNever	0	3.7	-0.01	FALSE	FALSE	FALSE
C2	C2_2446	2014-02-25	Calf	B	2015-08-03	NA	LongerOrNever	0	5.6	0.63	FALSE	FALSE	FALSE
C2	C2_2446	2014-02-25	Calf	A	2015-05-05	NA	LongerOrNever	0	3.1	0.03	FALSE	FALSE	FALSE
C2	C2_2446	2014-02-25	Calf	E	2016-04-05	NA	LongerOrNever	0	2.6	1.31	FALSE	FALSE	FALSE
C2	C2_2446	2014-02-25	Calf	D	2016-01-26	NA	LongerOrNever	0	2.9	0.82	FALSE	FALSE	FALSE
C2	C2_2446	2014-02-25	Calf	C	2015-10-22	NA	LongerOrNever	0	4.6	0.01	FALSE	FALSE	FALSE
C2	C2_2446	2014-02-25	Calf	F	2016-08-29	NA	LongerOrNever	0	3	0.87	FALSE	FALSE	FALSE
C2	C2_2446	2014-02-25	Calf	G	2017-01-10	NA	LongerOrNever	NA	3.2	0.94	NA	FALSE	FALSE
C2	C2_2450	2014-03-14	Calf	F	2016-08-29	NA	LongerOrNever	0	16.6	0.48	FALSE	FALSE	FALSE
C2	C2_2450	2014-03-14	Calf	E	2016-04-05	NA	LongerOrNever	0	7.1	1.2	FALSE	FALSE	FALSE
C2	C2_2450	2014-03-14	Calf	D	2016-01-26	NA	LongerOrNever	0	7.7	0.8	FALSE	FALSE	FALSE
C2	C2_2450	2014-03-14	Calf	A	2015-05-05	NA	LongerOrNever	0	1.5	-0.03	FALSE	FALSE	FALSE
C2	C2_2450	2014-03-14	Calf	B	2015-08-03	NA	LongerOrNever	0	18	1.17	FALSE	FALSE	FALSE
C2	C2_2450	2014-03-14	Calf	G	2017-01-10	NA	LongerOrNever	NA	-2	0.69	NA	FALSE	FALSE
C2	C2_2450	2014-03-14	Calf	C	2015-10-22	NA	LongerOrNever	0	3.5	0.12	FALSE	FALSE	FALSE
C2	C2_2453	2014-03-16	Calf	F	2016-08-29	NA	LongerOrNever	0	1.3	0.3	FALSE	FALSE	FALSE
C2	C2_2453	2014-03-16	Calf	D	2016-01-26	NA	LongerOrNever	0	2.8	0.73	FALSE	FALSE	FALSE
C2	C2_2453	2014-03-16	Calf	C	2015-10-22	NA	LongerOrNever	0	1.2	0.27	FALSE	FALSE	FALSE
C2	C2_2453	2014-03-16	Calf	B	2015-08-03	NA	LongerOrNever	0	-1.1	0.89	FALSE	FALSE	FALSE
C2	C2_2453	2014-03-16	Calf	A	2015-05-05	NA	LongerOrNever	0	-12.2	0.17	FALSE	FALSE	FALSE
C2	C2_2453	2014-03-16	Calf	G	2017-01-10	NA	LongerOrNever	NA	3	0.6	NA	FALSE	FALSE
C2	C2_2453	2014-03-16	Calf	E	2016-04-05	NA	LongerOrNever	0	4	1.35	FALSE	FALSE	FALSE
C2	C2_2460	2014-04-05	Calf	E	2016-04-05	NA	LongerOrNever	0	5.9	0.69	FALSE	FALSE	FALSE
C2	C2_2460	2014-04-05	Calf	G	2017-01-10	NA	LongerOrNever	NA	0.5	0.73	NA	FALSE	FALSE
C2	C2_2460	2014-04-05	Calf	F	2016-08-29	NA	LongerOrNever	0	0.2	0	FALSE	FALSE	FALSE
C2	C2_2468	2014-04-20	Calf	A	2015-05-05	NA	LongerOrNever	0	1.2	-0.01	FALSE	FALSE	FALSE
C2	C2_2468	2014-04-20	Calf	F	2016-08-29	NA	LongerOrNever	0	3.9	1.61	FALSE	FALSE	TRUE
C2	C2_2468	2014-04-20	Calf	D	2016-01-26	NA	LongerOrNever	0	4.5	0.82	FALSE	FALSE	FALSE
C2	C2_2468	2014-04-20	Calf	B	2015-08-03	NA	LongerOrNever	0	-0.7	0.62	FALSE	FALSE	FALSE
C2	C2_2468	2014-04-20	Calf	C	2015-10-22	NA	LongerOrNever	0	4	0.22	FALSE	FALSE	FALSE
C2	C2_2468	2014-04-20	Calf	G	2017-01-10	NA	LongerOrNever	NA	6.9	0.8	NA	FALSE	FALSE
C2	C2_2468	2014-04-20	Calf	E	2016-04-05	NA	LongerOrNever	0	6.4	1.02	FALSE	FALSE	FALSE
C2	C2_2471	2014-05-02	Calf	G	2017-01-10	558	LongerOrNever	NA	3.9	0.56	NA	FALSE	FALSE
C2	C2_2471	2014-05-02	Calf	E	2016-04-05	278	LongerOrNever	0	3.5	0.92	FALSE	FALSE	FALSE
C2	C2_2471	2014-05-02	Calf	F	2016-08-29	424	LongerOrNever	0	4.4	0.14	FALSE	FALSE	FALSE
C2	C2_2476	2014-05-10	Calf	B	2015-08-03	NA	LongerOrNever	0	3.7	0.1	FALSE	FALSE	FALSE
C2	C2_2476	2014-05-10	Calf	A	2015-05-05	NA	LongerOrNever	0	-11	0.25	FALSE	FALSE	FALSE
C2	C2_2477	2014-05-19	Calf	F	2016-08-29	398	LongerOrNever	0	7.2	-0.04	FALSE	FALSE	FALSE
C2	C2_2477	2014-05-19	Calf	E	2016-04-05	252	LongerOrNever	0	2.3	1.01	FALSE	FALSE	FALSE
C2	C2_2477	2014-05-19	Calf	G	2017-01-10	532	LongerOrNever	NA	11.7	0.62	NA	FALSE	FALSE
C2	C2_2478	2014-05-20	Calf	A	2015-05-05	NA	LongerOrNever	0	19.9	0.08	FALSE	FALSE	FALSE
C2	C2_2478	2014-05-20	Calf	D	2016-01-26	181	LongerOrNever	0	2.6	0.47	FALSE	FALSE	FALSE
C2	C2_2478	2014-05-20	Calf	C	2015-10-22	85	Within20weeks	0	5.6	0.51	FALSE	FALSE	FALSE
C2	C2_2478	2014-05-20	Calf	B	2015-08-03	5	Within8weeks	0	11.1	0.5	FALSE	FALSE	FALSE
C2	C2_2482	2014-05-25	Calf	B	2015-08-03	6	Within8weeks	0	127.2	1.06	FALSE	TRUE	FALSE
C2	C2_2482	2014-05-25	Calf	A	2015-05-05	NA	LongerOrNever	0	205.9	0.09	FALSE	TRUE	FALSE
C2	C2_2482	2014-05-25	Calf	C	2015-10-22	86	Within20weeks	0	12.9	0.49	FALSE	FALSE	FALSE
C2	C2_2482	2014-05-25	Calf	D	2016-01-26	182	LongerOrNever	0	6.8	0.53	FALSE	FALSE	FALSE
C2	C2_2485	2014-06-06	Calf	C	2015-10-22	86	Within20weeks	0	8.1	0.61	FALSE	FALSE	FALSE
C2	C2_2485	2014-06-06	Calf	G	2017-01-10	532	LongerOrNever	NA	0.6	0.78	NA	FALSE	FALSE
C2	C2_2485	2014-06-06	Calf	E	2016-04-05	252	LongerOrNever	0	9	0.45	FALSE	FALSE	FALSE
C2	C2_2485	2014-06-06	Calf	B	2015-08-03	6	Within8weeks	0	4.1	0.77	FALSE	FALSE	FALSE
C2	C2_2485	2014-06-06	Calf	D	2016-01-26	182	LongerOrNever	0	5.3	1	FALSE	FALSE	FALSE
C2	C2_2485	2014-06-06	Calf	F	2016-08-29	398	LongerOrNever	0	5.2	0.36	FALSE	FALSE	FALSE
C2	C2_2485	2014-06-06	Calf	A	2015-05-05	NA	LongerOrNever	0	-0.5	0.04	FALSE	FALSE	FALSE
C2	C2_2488	2014-06-12	Calf	F	2016-08-29	398	LongerOrNever	0	3.1	0.26	FALSE	FALSE	FALSE
C2	C2_2488	2014-06-12	Calf	G	2017-01-10	532	LongerOrNever	NA	4.7	0.79	NA	FALSE	FALSE
C2	C2_2488	2014-06-12	Calf	E	2016-04-05	252	LongerOrNever	0	-7.3	0.81	FALSE	FALSE	FALSE
C2	C2_2490	2014-06-23	Calf	E	2016-04-05	251	LongerOrNever	0	30.2	0.77	FALSE	TRUE	FALSE
C2	C2_2490	2014-06-23	Calf	F	2016-08-29	397	LongerOrNever	0	-11.5	0.46	FALSE	FALSE	FALSE
C2	C2_2490	2014-06-23	Calf	G	2017-01-10	531	LongerOrNever	NA	5.4	0.68	NA	FALSE	FALSE
O1	O1_2064	2008-11-15	Multiparous	C	2015-11-11	NA	LongerOrNever	0.4	152.6	28.18	TRUE	TRUE	TRUE
O1	O1_2064	2008-11-15	Multiparous	E	2016-04-14	NA	LongerOrNever	0	72	4.52	FALSE	TRUE	TRUE
O1	O1_2064	2008-11-15	Multiparous	F	2016-08-15	NA	LongerOrNever	0.4	47.5	3.5	TRUE	TRUE	TRUE
O1	O1_2064	2008-11-15	Multiparous	G	2017-01-16	NA	LongerOrNever	NA	51.6	26.91	NA	TRUE	TRUE
O1	O1_2064	2008-11-15	Multiparous	B	2015-07-27	NA	LongerOrNever	0.4	106.5	8.21	TRUE	TRUE	TRUE
O1	O1_2064	2008-11-15	Multiparous	A	2015-04-27	NA	LongerOrNever	3.6	NA	15.05	TRUE	NA	TRUE
O1	O1_2064	2008-11-15	Multiparous	D	2016-02-02	NA	LongerOrNever	0	160.4	4.34	FALSE	TRUE	TRUE
O1	O1_2094	2008-12-18	Multiparous	A	2015-04-27	NA	LongerOrNever	3.6	NA	12.17	TRUE	NA	TRUE
O1	O1_2098	2008-12-26	Multiparous	B	2015-07-27	NA	LongerOrNever	0	3.7	0.63	FALSE	FALSE	FALSE
O1	O1_2162	2009-04-27	Multiparous	A	2015-04-27	NA	LongerOrNever	8.8	NA	45.74	TRUE	NA	TRUE
O1	O1_2162	2009-04-27	Multiparous	B	2015-07-27	NA	LongerOrNever	2.6	94.5	34.59	TRUE	TRUE	TRUE
O1	O1_2172	2009-06-03	Multiparous	A	2015-04-27	NA	LongerOrNever	0	NA	0.24	FALSE	NA	FALSE
O1	O1_2252	2009-11-28	Multiparous	F	2016-08-15	NA	LongerOrNever	1.6	177.1	49.1	TRUE	TRUE	TRUE
O1	O1_2252	2009-11-28	Multiparous	D	2016-02-02	NA	LongerOrNever	5.2	150.8	24.84	TRUE	TRUE	TRUE
O1	O1_2252	2009-11-28	Multiparous	C	2015-11-11	NA	LongerOrNever	0.6	128.7	57.86	TRUE	TRUE	TRUE
O1	O1_2252	2009-11-28	Multiparous	G	2017-01-16	NA	LongerOrNever	NA	165.6	84.2	NA	TRUE	TRUE
O1	O1_2252	2009-11-28	Multiparous	E	2016-04-14	NA	LongerOrNever	0	136.2	114.73	FALSE	TRUE	TRUE
O1	O1_2265	2009-12-21	Multiparous	B	2015-07-27	NA	LongerOrNever	0	115.8	-0.44	FALSE	TRUE	FALSE
O1	O1_2265	2009-12-21	Multiparous	F	2016-08-15	NA	LongerOrNever	0	186.8	0.78	FALSE	TRUE	FALSE
O1	O1_2265	2009-12-21	Multiparous	E	2016-04-14	NA	LongerOrNever	0	130	0.92	FALSE	TRUE	FALSE
O1	O1_2265	2009-12-21	Multiparous	G	2017-01-16	NA	LongerOrNever	NA	149.1	0.6	NA	TRUE	FALSE
O1	O1_2265	2009-12-21	Multiparous	D	2016-02-02	NA	LongerOrNever	0	177	0.86	FALSE	TRUE	FALSE
O1	O1_2265	2009-12-21	Multiparous	C	2015-11-11	NA	LongerOrNever	0	146.8	1.09	FALSE	TRUE	FALSE
O1	O1_2266	2009-12-22	Multiparous	A	2015-04-27	NA	LongerOrNever	0	NA	2.54	FALSE	NA	TRUE
O1	O1_2266	2009-12-22	Multiparous	E	2016-04-14	NA	LongerOrNever	0.4	215.2	6.03	TRUE	TRUE	TRUE
O1	O1_2266	2009-12-22	Multiparous	D	2016-02-02	NA	LongerOrNever	0.2	218.3	5.5	TRUE	TRUE	TRUE
O1	O1_2266	2009-12-22	Multiparous	C	2015-11-11	NA	LongerOrNever	0	171.4	8.08	FALSE	TRUE	TRUE
O1	O1_2266	2009-12-22	Multiparous	B	2015-07-27	NA	LongerOrNever	0	196.8	2.86	FALSE	TRUE	TRUE
O1	O1_2272	2010-01-10	Multiparous	C	2015-11-11	NA	LongerOrNever	0.4	184.3	30.14	TRUE	TRUE	TRUE
O1	O1_2272	2010-01-10	Multiparous	F	2016-08-15	NA	LongerOrNever	0	195.6	27.19	FALSE	TRUE	TRUE
O1	O1_2272	2010-01-10	Multiparous	E	2016-04-14	NA	LongerOrNever	0.2	152	14.94	TRUE	TRUE	TRUE
O1	O1_2272	2010-01-10	Multiparous	B	2015-07-27	NA	LongerOrNever	0.8	128.3	5.99	TRUE	TRUE	TRUE
O1	O1_2272	2010-01-10	Multiparous	A	2015-04-27	NA	LongerOrNever	3	NA	11.83	TRUE	NA	TRUE
O1	O1_2272	2010-01-10	Multiparous	D	2016-02-02	NA	LongerOrNever	0	200.9	9.36	FALSE	TRUE	TRUE
O1	O1_2358	2010-07-29	Multiparous	F	2016-08-15	NA	LongerOrNever	0.6	154.3	28.84	TRUE	TRUE	TRUE
O1	O1_2358	2010-07-29	Multiparous	G	2017-01-16	NA	LongerOrNever	NA	173.4	11.35	NA	TRUE	TRUE
O1	O1_2358	2010-07-29	Multiparous	A	2015-04-27	NA	LongerOrNever	0	NA	1.2	FALSE	NA	FALSE
O1	O1_2358	2010-07-29	Multiparous	E	2016-04-14	NA	LongerOrNever	1.4	156	14.72	TRUE	TRUE	TRUE
O1	O1_2358	2010-07-29	Multiparous	B	2015-07-27	NA	LongerOrNever	0	118.7	2.05	FALSE	TRUE	TRUE
O1	O1_2358	2010-07-29	Multiparous	D	2016-02-02	NA	LongerOrNever	0	165.4	11.36	FALSE	TRUE	TRUE
